BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201108,11,1858,201108,11,1859,56023,335933,NEBRASKA,31,2011,August,Tornado,C,17,BROWN,LBF,11-AUG-11 18:58:00,CST-6,11-AUG-11 18:59:00,0,0,0,0,0.00K,0.00K,Law Enforcement,,,,,EF0,0.02,20.0,,,,,6.31,NNE,(ANW)AINSWORTH MUNI,6.3,NNE,(ANW)AINSWORTH MUNI,42.66,-99.92,42.6598,-99.9198,"Severe thunderstorms developed in north central Nebraska on the afternoon of August 11th in the vicinity of a warm front draped from southwest South Dakota into northeast Nebraska.  The storms quickly became tornadic with six tornados occurring by the end of the evening.  The largest tornado was classified as an EF3 and touched down over southeast Cherry county and traveled into Brown county before lifting.  The other tornadoes produced minimal damage and were rated EF0's and EF1's.  Large hail also impacted these areas, with the largest size being tennis ball size.",A tornado briefly touched down in an open field eight miles north-northwest of Ainsworth.  No damage occurred from this tornado and it was rated an EF0.,CSV
201107,16,1810,201107,16,1814,52485,313553,NORTH DAKOTA,38,2011,July,Tornado,C,39,GRIGGS,FGF,16-JUL-11 18:10:00,CST-6,16-JUL-11 18:14:00,0,0,0,0,,20.00K,Public,,,,,EF1,1.2,50.0,,,,,4.84,S,REVERE,6.5,W,HANNAFORD,47.28,-98.33,47.32,-98.3188,"The 16th was hot and humid with late afternoon temperatures topping out in the 80s to around 90 and dew point temperatures well into the 70s. This created a large amount of instability. By early in the evening, thunderstorms began to flare up again aided by a weak low level jet.",This tornado was first reported by an observer located south of Sutton and looking east towards Hannaford. The tornado snapped down several trees in a shelterbelt and flattened part of a corn field before lifting. Peak winds were estimated at 95 mph.,CSV
201106,20,1635,201106,20,1640,53200,326841,NEBRASKA,31,2011,June,Tornado,C,175,VALLEY,GID,20-JUN-11 16:35:00,CST-6,20-JUN-11 16:40:00,0,0,0,0,50.00K,0.00K,NWS Storm Survey,,,,,EF1,1.0,100.0,,,,,5.0,S,NORTH LOUP,4.0,S,NORTH LOUP,41.4276,-98.78,41.4421,-98.78,"With 11 confirmed tornadoes, several of them significant, this Monday afternoon proved to be the most active tornado day in over three years within South Central Nebraska, since 29 May 2008. This severe weather outbreak primarily targeted western and northeast portions of the area, largely sparing locations south of the Highway 6 corridor between Holdrege and Geneva. The final tornado breakdown per the EF Scale included two EF3, four EF2, two EF1 and three EF0. Despite considerable damage to mainly rural residences, these tornadoes resulted in no fatalities and only one known non-life threatening injury when a semi truck was tipped over near Elm Creek in Buffalo County. This Elm Creek tornado was also the only one to directly strike a community, although there were several close calls within a mile or two of places such as Amherst, Hampton and Bradshaw. Interestingly, tornadic storms also spared the immediate Tri-Cities population centers of Grand Island, Hastings and Kearney, despite damaging events occurring nearby to both the west and the east. This was largely due to the fact that an expansive mid-level dry intrusion became anchored over central sections of South Central Nebraska, protecting this area from storm development. In addition to tornadoes, the afternoon also featured several reports of large hail up to baseball size, and damaging winds up to 80 MPH. ||This outbreak focused between 3 and 8 PM CDT, as a seasonably powerful mid-level low pressure system lifted into western Kansas and Nebraska out of Colorado, deepening and closing off as it did so. Strong wind fields aloft were in place at all levels, with a 50-70 knot jet streak nosing into the region between the 500 and 300 millibar level, and an 850-millibar low-level jet accelerating to between 30 and 40 knots. At the surface, a well-defined 992-millibar low pressure center migrated from north central Kansas around the noon hour, to near Hastings by early evening. A synoptically classic array of surface boundaries evolved around this low pressure center, with a warm front lifting north across South Central Nebraska, while a cold front and dryline pushed in from the west and southwest. In addition, a well-defined inverted surface trough axis extended nearly due north from the surface low into north central Nebraska. The net combination synoptic and mesoscale features yielded a very favorable setup for tornadic supercells across the area. At mid-afternoon, shear and instability parameters included approximately 50 knots of deep-layer vertical wind shear, 15-25 knots of 0-1 kilometer low-level vertical wind shear, 150 to over 300 m2/s2 of surface to 1 kilometer storm-relative helicity and 2000-4000 J/kg mixed-layer CAPE. ||In general, there were two distinct corridors of tornadic storms across the area, one focused west of Highway 281, and one mainly east of Highway 281 and along and north of Interstate 80. The first tornadic storm of the day entered southwestern Harlan County around 3 PM CDT, having produced several damaging tornadoes across northwest and north central Kansas since early afternoon. This storm spawned an EF1 tornado in the Stamford area, before weakening. Within minutes however, a newly developed tornadic storm started tracking north from Phelps County into southwestern Buffalo County. Between 330 and 445 PM CDT, this storm dropped several tornadoes from near Elm Creek, to north of Amherst, including the first EF3 of the day. This EF3 near Amherst intensified to at least 3/4 of a mile wide, and significantly damaged or destroyed at least 10 homes. A veteran storm chaser described this tornado as being one of the strongest he had ever witnessed as it tracked north of Amherst. An additional tornadic storm that initiated in Buffalo County, along with subsequent storm-scale interactions from further development, moved north and produced several more tornadoes between 430 and 545 PM CDT, including an EF2 southwest of Rockville, and an EF1 that struck the Davis Creek Reservoir campground south of North Loup. ||While tornadoes were ongoing across western portions of the area, vigorous new supercell development took place in eastern portions of South Central Nebraska around 430 PM CDT, just east of the surface triple-point. Two storms in close proximity to one another both became tornadic around 530 PM CDT near the Hamilton and York County line. The first produced an EF2 that crossed Interstate 80 southwest of Hampton. As this tornado moved north of Hampton, two farm workers fashioned a narrow escape by sprinting nearly 100 yards to an underground windmill pit and jumping inside as the tornado passed overhead. Just to the east, the other storm also dropped an EF2 tornado, which also happened to be the longest continuous tornado track of the day, traveling 15 miles from southwest of Bradshaw to near the York-Polk County line. Within a few minutes of this tornado's demise, the cyclic supercell quickly put down the second EF3 tornado of the day, tracking over 9 miles from east of Polk to west-northwest of Osceola. This tornado grew to around 1/2-mile wide, and damaged several farms along the way, with some of the most significant damage along Highway 92. After this tornado dissipated around 620 PM CDT, the parent supercell and other severe storms farther west finally lifted north out of South Central Nebraska. Although this ended the main severe weather event for the evening, a few additional strong to severe storms affected primarily Fillmore and Furnas Counties between 630 and 830 PM CDT. ||Taking a backseat to significant tornadoes on this day were hail and heavy rainfall. Some of the largest reported hailstones included baseball size in Buffalo County, and tennis ball size in York County. Rainfall-wise, although there were no widespread flooding impacts, localized rural flooding occurred as many locations received 1-3 inches in a rather short time. Some northwestern portions of South Central Nebraska, including parts of Valley, Greeley and Sherman Counties measured 48-hour rainfall totals into the 3-4 inch range.","This tornado touched down near the Davis Creek Reservoir, or approximately 5 miles south of North Loup, and lifted approximately 4 miles south of North Loup.  At the Davis Creek Campground, it was estimated that 60 percent of the trees were damaged, and 2 restroom facilities suffered roof damage.  The maximum wind speed of this tornado was estimated to be 90 MPH.",CSV
201106,22,2034,201106,22,2037,51756,308169,KENTUCKY,21,2011,June,Tornado,C,111,JEFFERSON,LMK,22-JUN-11 20:34:00,EST-5,22-JUN-11 20:37:00,0,0,0,0,175.00K,0.00K,NWS Storm Survey,,,,,EF2,1.6,100.0,,,,,0.55,SW,JEFFERSONTOWN,1.05,W,TUCKER STATION,38.1949,-85.5778,38.2016,-85.5492,"A deep occluded closed low across the Upper Midwest brought a cold front and wind shift along the Ohio River during the early evening hours on June 22nd. Scattered storms developed to the west of Louisville during the late afternoon and intensified as they moved east into Jefferson County, Kentucky. Although instability was marginal, a jet streak aloft combined with directional wind shear closer the the surface allowed several low topped supercells to develop just to the west of Louisville. The first storm generated a tornado that damaged several horse barns at Churchill Downs and destroyed a large industrial building just southeast of the University of Louisville's football stadium.  A second rotating supercell tracked just to the south of the first storm, spawning three brief tornadoes along a west to east path in the eastern part of the Louisville Metro area.","The public reported a second tornado touchdown near the same time and location where the first one ended.  After touching down just east of Saint Edward Catholic Church on Sue Helen Drive, this tornado uprooted trees and damaged the roofs of around one dozen homes along Saint Edwards Drive.  Damage also was surveyed along Charlane Parkway and Dell Road. At the corner of Maple Road and Galene Drive, a large section of an oak tree split and was driven into a wall at Tully School.  Low end EF-2 structural and roof damage was also noted at at the Good Samaritan Society Nursing Home.   Two vehicles in a parking lot were flipped and moved 25 feet. After briefly lifting, this tornado then damaged both Dillard's and Machinery Specialty's warehouses along Electron Drive.  The brick facades of both building were pushed out.  After throwing a small shed 30 yards near the Dillard's Warehouse, the twister lifted just near the intersection of Electron Drive and Ampere Drive.",CSV
201106,20,1254,201106,20,1306,54348,326534,KANSAS,20,2011,June,Tornado,C,65,GRAHAM,GLD,20-JUN-11 12:54:00,CST-6,20-JUN-11 13:06:00,0,0,0,0,5.00M,0.00K,Law Enforcement,,,,,EF3,6.44,600.0,GLD,KS,137.0,NORTON,7.91,NNW,(HLC)HILL CITY MUNI,12.97,N,(HLC)HILL CITY MUNI,39.4898,-99.872,39.5667,-99.8036,"A strong, slow-moving low pressure system moved across northwest Kansas during the afternoon, resulting in over a dozen tornadoes, some strong and long-lived.  The strongest tornadoes occurred over Graham and Norton counties.  Other reports of baseball sized hail were received.","A strong tornado developed just west of U.S. Highway 283 north of Hill City and moved northeast into southern Norton County.  The tornado produced extensive damage, including irrigation pivots overturned, utility poles destroyed, and farm implements rolled/tossed nearly 3/4 of a mile.  The worst damage occurred in northern Graham County just east of Highway 283.  Storm chasers reported at least one satellite tornado rotating around this main tornadic circulation.",CSV
201107,17,1209,201107,17,1212,52328,312470,NORTH DAKOTA,38,2011,July,Tornado,C,27,EDDY,FGF,17-JUL-11 12:09:00,CST-6,17-JUL-11 12:12:00,0,0,0,0,10.00K,10.00K,NWS Storm Survey,,,,,EF1,1.0,150.0,,,,,4.17,S,NEW ROCKFORD,5.0,SSE,NEW ROCKFORD,47.62,-99.14,47.6131,-99.0889,"Early in the afternoon of the 17th, one supercell tracked across extreme southwest Benson county, down through western Eddy county, and into Griggs county. This cell maintained a very slow southeast movement along its entire track. The supercell fed off an extremely unstable atmosphere, with surface temperatures in the 80s and 90s and dew point readings in the mid to upper 70s. By late afternoon into the early evening, more storms broke out along and south of the Interstate 94 corridor.",The tornado broke down two power poles along the west side of highway 281 and severely damaged several trees in a shelterbelt east of highway 281. Peak winds were estimated at 105 mph.,CSV
201106,20,1257,201106,20,1258,54348,326552,KANSAS,20,2011,June,Tornado,C,65,GRAHAM,GLD,20-JUN-11 12:57:00,CST-6,20-JUN-11 12:58:00,0,0,0,0,500.00K,0.00K,Storm Chaser,,,,,EF1,0.63,25.0,,,,,10.12,NNW,(HLC)HILL CITY MUNI,9.78,NNW,(HLC)HILL CITY MUNI,39.5215,-99.8788,39.5147,-99.8867,"A strong, slow-moving low pressure system moved across northwest Kansas during the afternoon, resulting in over a dozen tornadoes, some strong and long-lived.  The strongest tornadoes occurred over Graham and Norton counties.  Other reports of baseball sized hail were received.",NWS employee and storm chaser indicated a satellite tornado north and northwest of the main tornado at approximately this time.,CSV
201106,20,1304,201106,20,1305,54348,326554,KANSAS,20,2011,June,Tornado,C,65,GRAHAM,GLD,20-JUN-11 13:04:00,CST-6,20-JUN-11 13:05:00,0,0,0,0,500.00K,0.00K,NWS Employee,,,,,EF1,0.94,25.0,,,,,11.94,N,(HLC)HILL CITY MUNI,11.41,N,(HLC)HILL CITY MUNI,39.5527,-99.8266,39.5445,-99.8125,"A strong, slow-moving low pressure system moved across northwest Kansas during the afternoon, resulting in over a dozen tornadoes, some strong and long-lived.  The strongest tornadoes occurred over Graham and Norton counties.  Other reports of baseball sized hail were received.",NWS employee and storm chaser reported a satellite tornado just east of Highway 283 in extreme northern Graham County.,CSV
201107,1,1531,201107,1,1533,51542,317391,MINNESOTA,27,2011,July,Tornado,C,127,REDWOOD,MPX,01-JUL-11 15:31:00,CST-6,01-JUL-11 15:33:00,0,0,0,0,250.00K,0.00K,NWS Storm Survey,,,,,EF1,2.61,300.0,,,,,7.09,WNW,VESTA,6.34,NNW,MILROY,44.5412,-95.5519,44.5093,-95.58,"A very hot and humid day occurred across southern Minnesota, and western Wisconsin Friday, July 1st.  A frontal boundary held across the southwest part of the state, then northeast across east central Minnesota, and into portions of west central and northern Wisconsin. ||During the afternoon, a large thunderstorm complex developed across southeast South Dakota, along this frontal boundary and moved into far southwest Minnesota. Several long duration supercells and bow echoes occurred along a path from the southwest, to the northeast across southern Minnesota, and into west central Wisconsin. ||Several of the storms developed tornadoes near Redwood Falls, and again around St. Cloud, Minnesota.  In addition to the tornadoes, severe straight line winds occurred. Plus, the development of the rear inflow notch, allowed for the strong winds to continue beyond the main bow echo across many areas of southern Minnesota. ||Widespread damage occurred with this system along with hundreds of large trees blown down and structural damage to homes and barns. Widespread reports of hail with each storm, along with a few reports of baseball and softball size hail.||Several communities lost power with over 90,000 reported outages throughout southern and central Minnesota.","An EF-1 tornado touched down just east of the Lyon, Redwood County border, and moved northeast to approximately 8 miles north of Milroy. Path length was approximately 2.6 miles, with a maximum width of 300 yards. Numerous trees were uprooted with a grain bin heavily damaged.",CSV
201106,20,1640,201106,20,1700,53200,326863,NEBRASKA,31,2011,June,Tornado,C,185,YORK,GID,20-JUN-11 16:40:00,CST-6,20-JUN-11 17:00:00,0,0,0,0,3.50M,500.00K,NWS Storm Survey,,,,,EF2,15.26,440.0,,,,,3.41,N,HENDERSON,4.84,ENE,ARBORVILLE,40.8285,-97.7878,41.0449,-97.7093,"With 11 confirmed tornadoes, several of them significant, this Monday afternoon proved to be the most active tornado day in over three years within South Central Nebraska, since 29 May 2008. This severe weather outbreak primarily targeted western and northeast portions of the area, largely sparing locations south of the Highway 6 corridor between Holdrege and Geneva. The final tornado breakdown per the EF Scale included two EF3, four EF2, two EF1 and three EF0. Despite considerable damage to mainly rural residences, these tornadoes resulted in no fatalities and only one known non-life threatening injury when a semi truck was tipped over near Elm Creek in Buffalo County. This Elm Creek tornado was also the only one to directly strike a community, although there were several close calls within a mile or two of places such as Amherst, Hampton and Bradshaw. Interestingly, tornadic storms also spared the immediate Tri-Cities population centers of Grand Island, Hastings and Kearney, despite damaging events occurring nearby to both the west and the east. This was largely due to the fact that an expansive mid-level dry intrusion became anchored over central sections of South Central Nebraska, protecting this area from storm development. In addition to tornadoes, the afternoon also featured several reports of large hail up to baseball size, and damaging winds up to 80 MPH. ||This outbreak focused between 3 and 8 PM CDT, as a seasonably powerful mid-level low pressure system lifted into western Kansas and Nebraska out of Colorado, deepening and closing off as it did so. Strong wind fields aloft were in place at all levels, with a 50-70 knot jet streak nosing into the region between the 500 and 300 millibar level, and an 850-millibar low-level jet accelerating to between 30 and 40 knots. At the surface, a well-defined 992-millibar low pressure center migrated from north central Kansas around the noon hour, to near Hastings by early evening. A synoptically classic array of surface boundaries evolved around this low pressure center, with a warm front lifting north across South Central Nebraska, while a cold front and dryline pushed in from the west and southwest. In addition, a well-defined inverted surface trough axis extended nearly due north from the surface low into north central Nebraska. The net combination synoptic and mesoscale features yielded a very favorable setup for tornadic supercells across the area. At mid-afternoon, shear and instability parameters included approximately 50 knots of deep-layer vertical wind shear, 15-25 knots of 0-1 kilometer low-level vertical wind shear, 150 to over 300 m2/s2 of surface to 1 kilometer storm-relative helicity and 2000-4000 J/kg mixed-layer CAPE. ||In general, there were two distinct corridors of tornadic storms across the area, one focused west of Highway 281, and one mainly east of Highway 281 and along and north of Interstate 80. The first tornadic storm of the day entered southwestern Harlan County around 3 PM CDT, having produced several damaging tornadoes across northwest and north central Kansas since early afternoon. This storm spawned an EF1 tornado in the Stamford area, before weakening. Within minutes however, a newly developed tornadic storm started tracking north from Phelps County into southwestern Buffalo County. Between 330 and 445 PM CDT, this storm dropped several tornadoes from near Elm Creek, to north of Amherst, including the first EF3 of the day. This EF3 near Amherst intensified to at least 3/4 of a mile wide, and significantly damaged or destroyed at least 10 homes. A veteran storm chaser described this tornado as being one of the strongest he had ever witnessed as it tracked north of Amherst. An additional tornadic storm that initiated in Buffalo County, along with subsequent storm-scale interactions from further development, moved north and produced several more tornadoes between 430 and 545 PM CDT, including an EF2 southwest of Rockville, and an EF1 that struck the Davis Creek Reservoir campground south of North Loup. ||While tornadoes were ongoing across western portions of the area, vigorous new supercell development took place in eastern portions of South Central Nebraska around 430 PM CDT, just east of the surface triple-point. Two storms in close proximity to one another both became tornadic around 530 PM CDT near the Hamilton and York County line. The first produced an EF2 that crossed Interstate 80 southwest of Hampton. As this tornado moved north of Hampton, two farm workers fashioned a narrow escape by sprinting nearly 100 yards to an underground windmill pit and jumping inside as the tornado passed overhead. Just to the east, the other storm also dropped an EF2 tornado, which also happened to be the longest continuous tornado track of the day, traveling 15 miles from southwest of Bradshaw to near the York-Polk County line. Within a few minutes of this tornado's demise, the cyclic supercell quickly put down the second EF3 tornado of the day, tracking over 9 miles from east of Polk to west-northwest of Osceola. This tornado grew to around 1/2-mile wide, and damaged several farms along the way, with some of the most significant damage along Highway 92. After this tornado dissipated around 620 PM CDT, the parent supercell and other severe storms farther west finally lifted north out of South Central Nebraska. Although this ended the main severe weather event for the evening, a few additional strong to severe storms affected primarily Fillmore and Furnas Counties between 630 and 830 PM CDT. ||Taking a backseat to significant tornadoes on this day were hail and heavy rainfall. Some of the largest reported hailstones included baseball size in Buffalo County, and tennis ball size in York County. Rainfall-wise, although there were no widespread flooding impacts, localized rural flooding occurred as many locations received 1-3 inches in a rather short time. Some northwestern portions of South Central Nebraska, including parts of Valley, Greeley and Sherman Counties measured 48-hour rainfall totals into the 3-4 inch range.","This tornado touched down approximately 4 miles southwest of Bradshaw, moving to the north-northeast and dissipating approximately 4 miles southeast of Polk, near the York and Polk County line.  As the tornado approached Highway 34 west of Bradshaw, a metal outbuilding and grain bins were destroyed, and it also crossed a railroad line, derailing several train cars.  North of Bradshaw, a home suffered significant roof damage and the loss of one wall, and as the tornado continued north, power poles were snapped, irrigation pivots were overturned, and several trees were damaged.  Between Bradshaw to the area west of Benedict, a total of 40 power poles were downed. The maximum wind speed of this tornado was estimated to be 130 MPH.",CSV
201106,21,1421,201106,21,1431,54490,327449,WISCONSIN,55,2011,June,Tornado,C,39,FOND DU LAC,MKX,21-JUN-11 14:21:00,CST-6,21-JUN-11 14:31:00,0,0,0,0,30.00K,,NWS Storm Survey,,,,,EF1,2.61,150.0,,,,,4.37,WSW,ALTO,3.71,SSW,FAIRWATER,43.6676,-88.8658,43.7028,-88.8852,"A warm front lifted into southern Wisconsin ahead of slow-moving low pressure in Iowa. Moderate wind shear with 0-6km shear values of 35 to 45 knots and mixed layer (ML) CAPE in the 1500 to 2500J/kg range in place over the region combined with enhanced lift from an upper disturbance rotating through the base of an approaching upper trough to produce strong to severe supercell thunderstorms during the afternoon into the evening of June 21st. The storms produced two EF1 tornadoes in the vicinity of the nearly-stationary warm front that tracked along the border between Fond Du Lac County and Green Lake County. The severe thunderstorms also produced large hail and damaging wind gusts, including a 2-mile wide microburst across sections of Waukesha County that damaged homes, barns and felled thousands of trees and numerous power lines. In addition, the thunderstorms fed off a moisture-rich air mass moving into the region, with precipitable water values around 1.8 inch, that also produced heavy rainfall and flash flooding in portions of Waukesha and Milwaukee counties.","This EF1 tornado touched down about 4.4 miles west-southwest of the town of Alto in Fond Du Lac County, on Marshview Road, about one-third of a mile north of Lake Maria Road, and tracked about 2.6 miles to the north-northwest before crossing into Green Lake County, about 3.7 miles south-southwest of Fairwater, at County Road S approximately 1/4 mile east of Schure Road. This tornado exhibited three separate damage tracks within the path, suggesting three separate vortices formed and dissipated during the life span of the tornado. The average path width was 75 yards, with a maximum path width of 105 yards. The tornado blew over trees and flattened a pole shed. The EF1 rating was determined by using DI 21(MBS) DOD5 LB to EXP with estimated winds speeds of 105 mph. The exact starting point was 43.77112/-88.88480 and the exact ending point was 43.78370/-88.88558.",CSV
201106,20,1306,201106,20,1312,54348,326546,KANSAS,20,2011,June,Tornado,C,137,NORTON,GLD,20-JUN-11 13:06:00,CST-6,20-JUN-11 13:12:00,0,0,0,0,1.00M,0.00K,NWS Storm Survey,,,,,EF2,5.43,600.0,,,,,3.79,SSE,EDMOND,1.71,WNW,DENSMORE,39.5667,-99.8036,39.6427,-99.7775,"A strong, slow-moving low pressure system moved across northwest Kansas during the afternoon, resulting in over a dozen tornadoes, some strong and long-lived.  The strongest tornadoes occurred over Graham and Norton counties.  Other reports of baseball sized hail were received.","This large tornado moved from northern Graham County into Norton County, dissipating near Norton County Road E-6 and Highway 9 west of Densmore.  The tornado was still producing EF2 damage in Norton County as it destroyed utility poles, grain bins and tree rows.  A farmstead suffered significant damage west of Densmore.  The roof was heavily damaged, vehicles and farm implements were moved, with grain bins and outbuildings damaged or destroyed.",CSV
201106,20,1325,201106,20,1332,54348,327296,KANSAS,20,2011,June,Tornado,C,137,NORTON,GLD,20-JUN-11 13:25:00,CST-6,20-JUN-11 13:32:00,0,0,0,0,350.00K,0.00K,NWS Storm Survey,,,,,EF3,3.94,100.0,,,,,7.57,N,DENSMORE,7.88,NNE,DENSMORE,39.7377,-99.7765,39.7379,-99.7023,"A strong, slow-moving low pressure system moved across northwest Kansas during the afternoon, resulting in over a dozen tornadoes, some strong and long-lived.  The strongest tornadoes occurred over Graham and Norton counties.  Other reports of baseball sized hail were received.","Storm survey team located a four-mile track of significant damage along and just south of Road S from Road 6 to Road 10.  Major damage occurred to a grove of large cottonwood trees.  Nearby, a farmstead received damage to outbuildings, utility poles, with the south-facing wall of the home bowed out as a result of the tornado.",CSV
201108,23,2005,201108,23,2006,54299,326497,WISCONSIN,55,2011,August,Tornado,C,15,CALUMET,GRB,23-AUG-11 20:05:00,CST-6,23-AUG-11 20:06:00,0,0,0,0,50.00K,0.00K,NWS Storm Survey,,,,,EF0,0.5,100.0,,,,,0.81,ENE,SHERWOOD,1.28,E,SHERWOOD,44.1826,-88.2541,44.1813,-88.2442,Severe thunderstorms formed as a strong upper level low pressure system moved across Wisconsin.,"A tornado struck less than a mile northeast of Sherwood at 9:05 PM CDT.  The EF0 tornado toppled two trees that damaged the roof of a house and snapped or uprooted six pine trees near Highway M.  The tornado continued east-southeast, moving over a swamp, where swirl marks were seen in the thick swamp grass.  The tornado then hit a farm on Kesler Road.  Two old barns were heavily damaged (DI 1, DOD 5, 6 -- lower bound due to condition of structures).  Peak winds were estimated near 85 mph.  Average path width of the tornado was 75 yards.",CSV
201105,20,1927,201105,20,1928,50218,295482,MONTANA,30,2011,May,Tornado,C,79,PRAIRIE,GGW,20-MAY-11 19:27:00,MST-7,20-MAY-11 19:28:00,0,0,0,0,75.00K,0.00K,NWS Storm Survey,,,,,EF1,0.09,66.67,,,,,8.0,S,TERRY,8.0,S,TERRY,46.6642,-105.3,46.6642,-105.3,"A small EF-1 tornado occurred 8 miles south of Terry, MT.  The NWS Glasgow office did a damage survey.","At approximately 8:27pm on May 20, a tornado struck a ranch 8 miles south of Terry on 10 Mile Road. The tornado was observed by a resident of the house on the ranch. The house itself received no damage, though it was about 150 feet away from observed damage. Significant damage occurred to 4 outbuildings on the ranch. There were no injuries and the horses on the ranch were uninjured as they were out in pasture at the time of the tornado.  The damage path was about 500 feet and the width was 200 feet. Based on the damage, the wind speed was determined to be 90 mph or a low end EF-1 tornado.",CSV
201106,22,1237,201106,22,1238,54349,326378,MICHIGAN,26,2011,June,Tornado,C,89,LEELANAU,APX,22-JUN-11 12:37:00,EST-5,22-JUN-11 12:38:00,0,0,0,0,20.00K,0.00K,Emergency Manager,,,,,EF0,0.35,75.0,,,,,1.69,SSW,LELAND,1.35,SSW,LELAND,44.9964,-85.7596,45.0012,-85.7574,"A line of thunderstorms lifted northward, along a warm front extending east from a low in Minnesota.  The line produced a few spots of wind damage and one tornado.  A weak shower behind the line also managed to produce a funnel.","A tornado touched down near the west shore of Lake Leelanau, then moved out onto the lake and quickly dissipated. Docks and boats were damaged along a short stretch of shoreline, and a few trees were downed in the area.",CSV
201107,29,1548,201107,29,1550,56085,336469,PENNSYLVANIA,42,2011,July,Tornado,C,127,WAYNE,BGM,29-JUL-11 15:48:00,EST-5,29-JUL-11 15:50:00,0,0,0,0,25.00K,0.00K,NWS Storm Survey,,,,,EF0,0.55,100.0,,,,,0.62,SSE,HONESDALE,1.02,NE,EAST HONESDALE,41.5622,-75.2641,41.5591,-75.2544,"As a cold front approached northeast Pennsylvania, scattered showers and thunderstorms developed in the moist and unstable airmass ahead of the boundary.  Some of the thunderstorms became severe, with one storm producing two tornado touchdowns, and other damage from severe micro-burst winds.","A second tornado touched down occurred from the same storm.  An area of damage was surveyed near the Honesdale high school and middle school.  This tornado was a bit smaller and weaker than the first.  Some shingles were blown off a roof of a home and damaged some trim on another home.  A couple dozen trees were snapped and uprooted along the path.  Insulation from the roof of the middle school, which was under construction, was strewn to the north and northeast of the path.",CSV
201107,17,1242,201107,17,1245,52281,331467,NORTH DAKOTA,38,2011,July,Tornado,C,31,FOSTER,BIS,17-JUL-11 12:42:00,CST-6,17-JUL-11 12:45:00,0,0,0,0,0.00K,0.00K,Storm Chaser,,,,,EF0,1.46,30.0,,,,,2.0,W,JUANITA,0.8,SW,JUANITA,47.5,-98.7229,47.4929,-98.6934,"A prolonged severe weather event materialized July 17th with an extremely unstable atmosphere present and supportive mid level dynamics. The first wave of storms occurred from the mid morning through the early afternoon hours as a short wave mid level impulse crested the central plains upper ridge across North Dakota. Storms intensified ahead of this feature, prompting the issuance of several severe thunderstorm and tornado warnings. Numerous reports of large hail and severe thunderstorm wind gusts were received. In addition, 3 confirmed tornadoes occurred with this first wave.||The second wave occurred from the mid afternoon through the mid evening hours. This mainly consisted of one supercell thunderstorm. Severe weather reports included very large hail, strong winds, and two confirmed tornadoes. This included an EF3 tornado in Lamoure County.",This tornado touched down in the open country. There were no impacts to structures and so no reports of damage.,CSV
201108,18,1623,201108,18,1624,56052,336238,NEBRASKA,31,2011,August,Tornado,C,89,HOLT,LBF,18-AUG-11 16:23:00,CST-6,18-AUG-11 16:24:00,0,0,0,0,0.00K,0.00K,Fire Department/Rescue,,,,,EF0,0.02,20.0,,,,,1.0,N,EWING,0.98,N,EWING,42.2845,-98.35,42.2841,-98.3494,"Several intense severe thunderstorms developed on the afternoon of August 18th over north central Nebraska.  These storms became anchored on a boundary which resulted in slow storm motions and enhanced the rotation in the storms.  Very large hail up to baseball size fell from these storms, while they also produced funnel clouds and tornadoes near Ewing (eastern Holt county).  In addition, another isolated thunderstorm dropped ping pong size hail over northwest Cherry county in the early evening hours.",There was a brief tornado touchdown just north of Ewing.  As the storm moved over Ewing the entire storm exhibited massive rotation.  No damage occurred from this tornado and it was rated as an EF0 tornado.,CSV
201108,18,1840,201108,18,1841,56052,336251,NEBRASKA,31,2011,August,Tornado,C,31,CHERRY,LBF,18-AUG-11 18:40:00,CST-6,18-AUG-11 18:41:00,0,0,0,0,0.00K,0.00K,Public,,,,,EF0,0.02,20.0,,,,,32.7,SW,MERRITT RES,32.69,SW,MERRITT RES,42.3,-101.39,42.2999,-101.3895,"Several intense severe thunderstorms developed on the afternoon of August 18th over north central Nebraska.  These storms became anchored on a boundary which resulted in slow storm motions and enhanced the rotation in the storms.  Very large hail up to baseball size fell from these storms, while they also produced funnel clouds and tornadoes near Ewing (eastern Holt county).  In addition, another isolated thunderstorm dropped ping pong size hail over northwest Cherry county in the early evening hours.",A rope tornado briefly touched down in a pasture just southwest of a residence. No damage occurred and the tornado was rated as an EF0.,CSV
